"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-01-18",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-01-19",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-01-20",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-01-21",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-01-22",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-01-23",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-01-24",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-01-25",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-01-26",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-01-27",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-01-29",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-01-30",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-01-31",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-02-01",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-02-02",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-02-03",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-02-04",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-02-05",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-02-07",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-02-08",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-02-09",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-02-12",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-02-13",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-02-14",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-02-15",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-02-16",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-02-17",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-02-18",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-02-19",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-02-20",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-02-21",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-02-22",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-02-24",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-02-25",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-02-26",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-02-27",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-02-28",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-02-29",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-03-01",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-03-02",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-03-03",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-03-05",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-03-06",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-03-08",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-03-09",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-03-10",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-03-11",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-03-12",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-03-13",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-03-14",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-03-15",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-03-16",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-03-17",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-03-19",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-03-20",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-03-21",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-03-22",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-03-23",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-03-24",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-03-25",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-03-26",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-03-27",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-03-28",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-03-30",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-03-31",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-04-01",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-04-02",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-04-18",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-04-19",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-04-20",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-04-21",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-04-22",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-04-23",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-04-24",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-04-25",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-04-26",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-04-27",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-04-28",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-04-29",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-04-30",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-05-01",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-05-02",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-05-03",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-05-04",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-05-05",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-05-06",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-05-07",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-05-08",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-05-09",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-05-10",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-05-11",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-05-13",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-05-14",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-05-15",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-05-16",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-05-17",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-05-18",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-05-19",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-05-20",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-05-21",,,,,,
"US1CASF0020","SAN FRANCISCO 3.1 W, CA US","37.77812","-122.476323","50.6","2024-05-22",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-01-01",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-01-02",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-01-03",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-01-08",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-01-09",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-01-15",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-01-19",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-01-20",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-01-21",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-01-22",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-01-26",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-01-29",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-01-30",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-01-31",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-02-01",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-02-02",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-02-04",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-02-05",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-02-10",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-02-11",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-02-15",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-02-16",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-02-17",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-02-18",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-02-25",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-02-28",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-02-29",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-03-02",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-03-03",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-03-06",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-03-08",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-03-09",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-03-13",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-03-14",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-03-15",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-03-16",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-03-17",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-03-18",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-03-19",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-03-20",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-03-21",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-03-22",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-03-23",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-03-24",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-03-29",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-03-30",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-03-31",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-04-01",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-04-02",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-04-03",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-04-04",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-04-05",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-04-06",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-04-07",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-04-08",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-04-09",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-04-10",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-04-11",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-04-14",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-04-15",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-04-18",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-04-19",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-04-22",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-04-23",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-04-24",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-04-25",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-04-26",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-04-27",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-04-28",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-04-29",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-04-30",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-05-01",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-05-02",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-05-03",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-05-04",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-05-05",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-05-06",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-05-07",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-05-08",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-05-10",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-05-11",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-05-12",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-05-13",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-05-15",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-05-16",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-05-17",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-05-18",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-05-19",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-05-20",,,,,,
"US1CAMR0032","SAN RAFAEL 1.9 NNW, CA US","38.004735","-122.523977","4.6","2024-05-21",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-01-01",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-01-03",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-01-07",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-01-10",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-01-11",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-01-14",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-01-17",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-01-20",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-01-21",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-01-22",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-01-24",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-01-25",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-02-01",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-02-02",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-02-03",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-02-04",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-02-05",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-02-06",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-02-08",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-02-15",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-02-18",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-02-19",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-02-20",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-02-21",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-02-22",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-03-01",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-03-02",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-03-03",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-03-04",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-03-06",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-03-11",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-03-12",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-03-23",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-03-24",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-03-28",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-03-30",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-04-05",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-04-13",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-04-14",,,,,,
"US1CAAL0006","OAKLAND 4.4 NNW, CA US","37.831944","-122.250278","58.2","2024-05-05",,,,,,
"US1CAMR0031","LAGUNITAS FOREST KNOLLS 0.2 SSE, CA US","38.0127","-122.6862","82.0","2024-01-09",,,,,,
"US1CAMR0031","LAGUNITAS FOREST KNOLLS 0.2 SSE, CA US","38.0127","-122.6862","82.0","2024-01-10",,,,,,
"US1CAMR0031","LAGUNITAS FOREST KNOLLS 0.2 SSE, CA US","38.0127","-122.6862","82.0","2024-01-11",,,,,,
"US1CAMR0031","LAGUNITAS FOREST KNOLLS 0.2 SSE, CA US","38.0127","-122.6862","82.0","2024-01-13",,,,,,
"US1CAMR0031","LAGUNITAS FOREST KNOLLS 0.2 SSE, CA US","38.0127","-122.6862","82.0","2024-01-14",,,,,,
